room,price,district,floor,square
2-к квартира,4362875.0,р-н Индустриальный,3/11 эт.,51.7
4-к квартира,3300000.0,р-н Индустриальный,2/5 эт.,62.0
2-к квартира,4499999.0,р-н Дзержинский,1/25 эт.,58.0
3-к квартира,4600000.0,р-н Свердловский,7/19 эт.,92.0
2-к квартира,4121000.0,р-н Дзержинский,4/24 эт.,65.0
2-к квартира,4100000.0,р-н Ленинский,4/10 эт.,52.0
1-к квартира,2300000.0,р-н Дзержинский,8/18 эт.,38.7
2-к квартира,2799000.0,р-н Дзержинский,1/4 эт.,45.0
2-к квартира,2400000.0,р-н Мотовилихинский,3/5 эт.,53.0
3-к квартира,4590000.0,р-н Свердловский,2/17 эт.,79.8
Квартира-студия,2534400.0,р-н Мотовилихинский,2/9 эт.,28.8
Квартира-студия,1570000.0,р-н Орджоникидзевский,5/25 эт.,21.6
3-к квартира,3890000.0,р-н Дзержинский,5/9 эт.,70.5
2-к квартира,4000000.0,р-н Кировский,16/16 эт.,65.7
3-к квартира,3500000.0,р-н Дзержинский,7/14 эт.,56.9
1-к квартира,1480000.0,р-н Орджоникидзевский,1/5 эт.,25.0
2-к квартира,3675890.0,р-н Дзержинский,4/16 эт.,65.1
3-к квартира,2400000.0,р-н Кировский,4/5 эт.,55.7
1-к квартира,990000.0,р-н Мотовилихинский,1/5 эт.,14.0
1-к квартира,1900000.0,р-н Дзержинский,5/5 эт.,33.0
1-к квартира,3497725.0,р-н Индустриальный,17/20 эт.,43.5
4-к квартира,3120000.0,р-н Дзержинский,4/5 эт.,61.0
1-к квартира,3290000.0,р-н Мотовилихинский,10/20 эт.,41.0
4-к квартира,6199000.0,р-н Индустриальный,10/25 эт.,89.0
2-к квартира,2450000.0,р-н Дзержинский,2/5 эт.,43.4
3-к квартира,3950150.0,р-н Кировский,8/16 эт.,62.1
3-к квартира,5600000.0,р-н Дзержинский,4/18 эт.,69.0
1-к квартира,3550000.0,р-н Свердловский,10/17 эт.,44.0
Квартира-студия,2310830.0,р-н Мотовилихинский,1/4 эт.,34.5
3-к квартира,3540060.0,р-н Мотовилихинский,5/9 эт.,63.9
2-к квартира,4004937.0,р-н Свердловский,8/17 эт.,66.4
1-к квартира,3750000.0,р-н Дзержинский,12/19 эт.,47.4
3-к квартира,4590000.0,р-н Свердловский,18/19 эт.,63.0
2-к квартира,2720000.0,р-н Дзержинский,5/5 эт.,43.5
3-к квартира,3592805.0,р-н Мотовилихинский,5/16 эт.,64.1
2-к квартира,3200000.0,р-н Дзержинский,1/10 эт.,53.5
1-к квартира,3120390.0,р-н Мотовилихинский,4/17 эт.,37.8
1-к квартира,4550000.0,р-н Ленинский,16/24 эт.,47.3
2-к квартира,2950000.0,р-н Свердловский,4/5 эт.,43.2
2-к квартира,2600000.0,р-н Мотовилихинский,4/5 эт.,45.0
4-к квартира,4699000.0,р-н Дзержинский,9/9 эт.,92.0
1-к квартира,2400000.0,р-н Индустриальный,2/5 эт.,29.9
3-к квартира,3300000.0,р-н Свердловский,6/9 эт.,52.4
2-к квартира,2960000.0,р-н Индустриальный,6/9 эт.,44.0
2-к квартира,4450000.0,р-н Индустриальный,11/25 эт.,65.5
2-к квартира,6500000.0,р-н Мотовилихинский,3/15 эт.,77.0
1-к квартира,2100000.0,р-н Кировский,6/10 эт.,34.3
1-к квартира,1529658.0,р-н Кировский,2/3 эт.,29.2
3-к квартира,4900000.0,р-н Дзержинский,1/6 эт.,117.9
2-к квартира,2900000.0,р-н Мотовилихинский,2/5 эт.,42.0
1-к квартира,2550000.0,р-н Мотовилихинский,8/16 эт.,42.1
2-к квартира,1999999.0,р-н Орджоникидзевский,1/5 эт.,46.0
1-к квартира,2150000.0,р-н Свердловский,5/5 эт.,31.0
3-к квартира,3100000.0,р-н Мотовилихинский,2/5 эт.,57.0
3-к квартира,2850000.0,р-н Мотовилихинский,6/9 эт.,53.0
2-к квартира,5800000.0,р-н Свердловский,5/25 эт.,59.0
1-к квартира,2100000.0,р-н Свердловский,7/9 эт.,32.0
1-к квартира,2650000.0,р-н Свердловский,4/5 эт.,35.0
2-к квартира,2900000.0,р-н Дзержинский,9/9 эт.,44.0
1-к квартира,3700000.0,р-н Ленинский,4/15 эт.,42.5
1-к квартира,2550000.0,р-н Свердловский,11/16 эт.,34.1
3-к квартира,3250000.0,р-н Мотовилихинский,5/9 эт.,58.3
1-к квартира,1600000.0,р-н Свердловский,1/5 эт.,30.0
1-к квартира,1450000.0,р-н Орджоникидзевский,2/5 эт.,32.0
2-к квартира,1850000.0,р-н Орджоникидзевский,3/5 эт.,44.2
3-к квартира,2490000.0,р-н Кировский,1/5 эт.,58.2
3-к квартира,5900000.0,р-н Дзержинский,5/10 эт.,67.8
4-к квартира,5319000.0,р-н Индустриальный,10/15 эт.,86.0
Квартира-студия,2350000.0,р-н Мотовилихинский,5/9 эт.,30.0
3-к квартира,7411500.0,р-н Ленинский,13/14 эт.,91.5
3-к квартира,3090000.0,р-н Дзержинский,4/14 эт.,60.0
1-к квартира,2300000.0,р-н Мотовилихинский,3/5 эт.,30.5
Квартира-студия,2773680.0,р-н Мотовилихинский,4/9 эт.,33.6
3-к квартира,5218945.0,р-н Мотовилихинский,2/16 эт.,68.6
4-к квартира,3500000.0,р-н Орджоникидзевский,3/10 эт.,85.4
2-к квартира,2220000.0,р-н Кировский,4/5 эт.,42.4
3-к квартира,4000000.0,р-н Дзержинский,1/9 эт.,53.0
3-к квартира,3300000.0,р-н Дзержинский,2/5 эт.,61.4
1-к квартира,3300000.0,р-н Мотовилихинский,18/25 эт.,46.5
2-к квартира,2500000.0,р-н Кировский,2/5 эт.,47.0
2-к квартира,3750000.0,р-н Индустриальный,12/18 эт.,48.5
2-к квартира,5000000.0,р-н Мотовилихинский,2/10 эт.,64.0
3-к квартира,9799000.0,р-н Ленинский,6/11 эт.,87.7
1-к квартира,3850000.0,р-н Свердловский,8/25 эт.,39.0
2-к квартира,2585000.0,р-н Мотовилихинский,2/5 эт.,43.7
2-к квартира,2595195.0,р-н Мотовилихинский,5/16 эт.,45.5
3-к квартира,5500000.0,р-н Мотовилихинский,2/6 эт.,60.0
2-к квартира,1750000.0,р-н Орджоникидзевский,4/5 эт.,38.0
3-к квартира,3650000.0,р-н Свердловский,1/9 эт.,59.8
2-к квартира,1800000.0,р-н Дзержинский,1/3 эт.,48.0
3-к квартира,6500000.0,р-н Дзержинский,25/26 эт.,110.0
Квартира-студия,1500000.0,р-н Кировский,10/25 эт.,22.0
3-к квартира,4800000.0,р-н Дзержинский,1/9 эт.,77.4
2-к квартира,4500000.0,р-н Индустриальный,16/22 эт.,58.6
2-к квартира,4900000.0,р-н Кировский,8/17 эт.,80.0
1-к квартира,1260000.0,р-н Свердловский,8/9 эт.,17.5
1-к квартира,2000000.0,р-н Орджоникидзевский,2/9 эт.,36.6
1-к квартира,1823000.0,р-н Орджоникидзевский,2/10 эт.,34.4
2-к квартира,2990000.0,р-н Ленинский,5/5 эт.,51.7
Квартира-студия,1900000.0,р-н Орджоникидзевский,7/25 эт.,28.0
2-к квартира,5650000.0,р-н Дзержинский,4/10 эт.,62.8
2-к квартира,1740000.0,р-н Кировский,1/5 эт.,43.0
2-к квартира,3250000.0,р-н Кировский,1/10 эт.,56.3
2-к квартира,4500000.0,р-н Дзержинский,8/16 эт.,49.0
3-к квартира,7600000.0,р-н Дзержинский,7/7 эт.,90.8
3-к квартира,6950000.0,р-н Ленинский,14/16 эт.,107.5
2-к квартира,1750000.0,р-н Орджоникидзевский,1/5 эт.,38.0
2-к квартира,3000000.0,р-н Кировский,2/16 эт.,45.0
2-к квартира,2550000.0,р-н Индустриальный,5/5 эт.,45.0
1-к квартира,1850000.0,р-н Дзержинский,1/5 эт.,30.0
2-к квартира,2199000.0,р-н Орджоникидзевский,4/10 эт.,53.0
2-к квартира,4180000.0,р-н Свердловский,12/19 эт.,57.0
2-к квартира,2500000.0,р-н Индустриальный,5/5 эт.,44.0
1-к квартира,2300000.0,р-н Мотовилихинский,2/10 эт.,33.3
2-к квартира,3441440.0,р-н Дзержинский,6/25 эт.,54.8
1-к квартира,1800000.0,р-н Дзержинский,3/4 эт.,33.6
1-к квартира,2000000.0,р-н Свердловский,5/14 эт.,34.0
1-к квартира,2690000.0,р-н Орджоникидзевский,7/10 эт.,46.2
3-к квартира,6200000.0,р-н Дзержинский,6/9 эт.,94.0
1-к квартира,2050000.0,р-н Дзержинский,4/5 эт.,30.6
Квартира-студия,2700000.0,р-н Дзержинский,3/25 эт.,26.8
3-к квартира,5700000.0,р-н Индустриальный,1/9 эт.,97.2
3-к квартира,5500000.0,р-н Дзержинский,4/16 эт.,83.6
1-к квартира,4000000.0,р-н Дзержинский,24/25 эт.,39.3
3-к квартира,3900000.0,р-н Свердловский,15/16 эт.,68.0
1-к квартира,1850000.0,р-н Свердловский,4/9 эт.,29.2
3-к квартира,2999000.0,р-н Свердловский,9/9 эт.,60.2
1-к квартира,2050000.0,р-н Ленинский,5/5 эт.,35.0
1-к квартира,2650000.0,р-н Орджоникидзевский,12/17 эт.,42.0
3-к квартира,2681000.0,р-н Мотовилихинский,4/5 эт.,49.0
2-к квартира,2750000.0,р-н Свердловский,4/5 эт.,41.0
3-к квартира,4940000.0,р-н Дзержинский,13/16 эт.,79.0
1-к квартира,1499999.0,р-н Орджоникидзевский,2/5 эт.,30.5
2-к квартира,3200000.0,р-н Свердловский,5/9 эт.,44.0
2-к квартира,2047000.0,р-н Орджоникидзевский,10/16 эт.,44.6
2-к квартира,4150000.0,р-н Мотовилихинский,5/10 эт.,55.0
1-к квартира,2100000.0,р-н Кировский,11/16 эт.,43.0
1-к квартира,1700000.0,р-н Свердловский,6/9 эт.,29.8
1-к квартира,400000.0,р-н Мотовилихинский,1/2 эт.,40.0
2-к квартира,5700000.0,р-н Ленинский,6/9 эт.,61.4
2-к квартира,4500000.0,р-н Мотовилихинский,13/16 эт.,52.9
2-к квартира,5300000.0,р-н Дзержинский,16/16 эт.,74.4
4-к квартира,10700000.0,р-н Свердловский,4/18 эт.,141.8
1-к квартира,1530000.0,р-н Индустриальный,3/9 эт.,22.0
4-к квартира,4980000.0,р-н Дзержинский,3/5 эт.,72.6
Своб. планировка,8554000.0,р-н Ленинский,13/25 эт.,132.0
2-к квартира,3950000.0,р-н Индустриальный,9/16 эт.,57.9
2-к квартира,2850000.0,р-н Дзержинский,5/5 эт.,42.0
3-к квартира,7400000.0,р-н Мотовилихинский,6/14 эт.,92.3
3-к квартира,2650000.0,р-н Кировский,3/10 эт.,62.4
2-к квартира,2750000.0,р-н Мотовилихинский,4/9 эт.,50.0
3-к квартира,3700000.0,р-н Дзержинский,5/10 эт.,65.0
2-к квартира,3198580.0,р-н Дзержинский,3/24 эт.,46.9
1-к квартира,2300000.0,р-н Мотовилихинский,6/10 эт.,37.7
1-к квартира,1600000.0,р-н Кировский,3/3 эт.,34.2
1-к квартира,3490000.0,р-н Индустриальный,16/20 эт.,41.8
1-к квартира,1850000.0,р-н Кировский,9/10 эт.,42.2
4-к квартира,8490000.0,р-н Свердловский,13/14 эт.,136.6
4-к квартира,4900000.0,р-н Дзержинский,1/9 эт.,75.0
1-к квартира,3150000.0,р-н Мотовилихинский,2/16 эт.,36.0
3-к квартира,3120000.0,р-н Кировский,2/5 эт.,52.0
1-к квартира,2850000.0,р-н Кировский,9/10 эт.,37.8
2-к квартира,2300000.0,р-н Мотовилихинский,3/5 эт.,40.9
1-к квартира,2090000.0,р-н Индустриальный,5/5 эт.,34.0
2-к квартира,2390000.0,р-н Свердловский,5/5 эт.,43.3
3-к квартира,2300000.0,р-н Орджоникидзевский,1/9 эт.,61.0
1-к квартира,1450000.0,р-н Мотовилихинский,2/5 эт.,21.6
1-к квартира,1320000.0,р-н Орджоникидзевский,4/9 эт.,29.0
2-к квартира,4300000.0,р-н Свердловский,10/25 эт.,55.0
2-к квартира,3000000.0,р-н Мотовилихинский,2/9 эт.,51.4
3-к квартира,3450000.0,р-н Индустриальный,7/9 эт.,58.2
1-к квартира,1550000.0,р-н Свердловский,4/9 эт.,24.0
3-к квартира,8450000.0,р-н Дзержинский,5/10 эт.,87.0
2-к квартира,3299000.0,р-н Свердловский,9/9 эт.,43.2
1-к квартира,2790000.0,р-н Дзержинский,8/14 эт.,36.6
3-к квартира,3330000.0,р-н Свердловский,1/5 эт.,57.0
1-к квартира,1395000.0,р-н Свердловский,3/3 эт.,33.2
4-к квартира,6583920.0,р-н Ленинский,7/14 эт.,78.4
3-к квартира,7350000.0,р-н Ленинский,7/8 эт.,80.1
1-к квартира,1980000.0,р-н Индустриальный,1/5 эт.,32.0
1-к квартира,2750000.0,р-н Свердловский,2/5 эт.,31.0
2-к квартира,4000000.0,р-н Индустриальный,7/9 эт.,47.2
2-к квартира,1800000.0,р-н Орджоникидзевский,3/5 эт.,37.0
4-к квартира,6200000.0,р-н Индустриальный,11/17 эт.,93.0
2-к квартира,4380585.0,р-н Мотовилихинский,10/12 эт.,42.9
4-к квартира,16500000.0,р-н Ленинский,3/7 эт.,165.0
1-к квартира,2530000.0,р-н Мотовилихинский,1/10 эт.,35.5
1-к квартира,2950000.0,р-н Свердловский,7/16 эт.,35.0
2-к квартира,3500000.0,р-н Мотовилихинский,1/4 эт.,46.0
4-к квартира,5200000.0,р-н Дзержинский,5/16 эт.,80.9
2-к квартира,9400000.0,р-н Ленинский,9/10 эт.,99.0
3-к квартира,2300000.0,р-н Свердловский,2/4 эт.,42.4
Квартира-студия,4200000.0,р-н Ленинский,8/8 эт.,43.0
5-к квартира,6850000.0,р-н Ленинский,2/11 эт.,148.0
3-к квартира,5400000.0,р-н Дзержинский,12/17 эт.,82.0
3-к квартира,2843600.0,р-н Орджоникидзевский,7/16 эт.,65.2
1-к квартира,2370000.0,р-н Дзержинский,1/5 эт.,30.4
2-к квартира,2290000.0,р-н Орджоникидзевский,9/16 эт.,50.0
2-к квартира,2100000.0,р-н Свердловский,6/9 эт.,38.0
Квартира-студия,3100000.0,р-н Дзержинский,4/13 эт.,29.0
2-к квартира,15000000.0,р-н Свердловский,7/8 эт.,193.0
3-к квартира,4646400.0,р-н Индустриальный,4/25 эт.,72.6
1-к квартира,3300150.0,р-н Индустриальный,14/25 эт.,44.9
1-к квартира,2646000.0,р-н Мотовилихинский,4/4 эт.,35.3
1-к квартира,790000.0,р-н Кировский,5/5 эт.,18.5
2-к квартира,2600000.0,р-н Мотовилихинский,2/5 эт.,43.0
3-к квартира,4590000.0,р-н Свердловский,17/25 эт.,63.0
2-к квартира,4100000.0,р-н Индустриальный,9/16 эт.,55.0
1-к квартира,2550000.0,р-н Дзержинский,10/19 эт.,46.4
4-к квартира,7000000.0,р-н Свердловский,4/5 эт.,132.0
2-к квартира,5150000.0,р-н Дзержинский,13/20 эт.,66.0
Квартира-студия,3050000.0,р-н Индустриальный,14/22 эт.,30.2
3-к квартира,8500000.0,р-н Ленинский,9/10 эт.,107.0
1-к квартира,1850000.0,р-н Свердловский,4/9 эт.,29.0
1-к квартира,2439000.0,р-н Кировский,2/16 эт.,40.0
Своб. планировка,15000000.0,р-н Ленинский,17/25 эт.,151.6
3-к квартира,4622310.0,р-н Индустриальный,11/17 эт.,73.4
Квартира-студия,2250000.0,р-н Орджоникидзевский,3/17 эт.,40.9
2-к квартира,14300000.0,р-н Ленинский,4/7 эт.,87.0
3-к квартира,5300000.0,р-н Свердловский,14/19 эт.,76.5
2-к квартира,4069999.0,р-н Индустриальный,2/19 эт.,62.4
2-к квартира,3150000.0,р-н Кировский,21/25 эт.,52.4
3-к квартира,5000000.0,р-н Ленинский,3/10 эт.,65.6
1-к квартира,4600000.0,р-н Ленинский,9/9 эт.,45.0
3-к квартира,3500000.0,р-н Орджоникидзевский,10/10 эт.,66.9
3-к квартира,6500000.0,р-н Свердловский,15/20 эт.,93.0
2-к квартира,2395000.0,р-н Дзержинский,2/5 эт.,42.4
Квартира-студия,1550000.0,р-н Кировский,8/20 эт.,22.5
2-к квартира,2330000.0,р-н Свердловский,5/5 эт.,46.5
2-к квартира,3050000.0,р-н Индустриальный,2/2 эт.,66.5
2-к квартира,2400000.0,р-н Кировский,4/4 эт.,59.0
2-к квартира,1750000.0,р-н Кировский,5/5 эт.,37.1
2-к квартира,2600000.0,р-н Орджоникидзевский,9/10 эт.,51.8
Студия,740000.0,р-н Свердловский,1/9 эт.,13.0
1-к квартира,2500000.0,р-н Свердловский,8/9 эт.,28.6
2-к квартира,1920000.0,р-н Орджоникидзевский,4/4 эт.,46.0
2-к квартира,2500000.0,р-н Индустриальный,4/5 эт.,44.3
4-к квартира,5890000.0,р-н Индустриальный,11/16 эт.,80.8
1-к квартира,5940000.0,р-н Свердловский,9/27 эт.,52.0
1-к квартира,2090000.0,р-н Кировский,13/16 эт.,42.9
2-к квартира,5299000.0,р-н Индустриальный,11/16 эт.,60.3
2-к квартира,2900000.0,р-н Индустриальный,5/5 эт.,43.7
1-к квартира,1800000.0,р-н Орджоникидзевский,1/3 эт.,30.9
2-к квартира,2260000.0,р-н Индустриальный,1/5 эт.,44.8
3-к квартира,5580000.0,р-н Кировский,3/8 эт.,114.0
3-к квартира,4300000.0,р-н Индустриальный,5/10 эт.,68.5
2-к квартира,3950000.0,р-н Свердловский,9/10 эт.,50.1
4-к квартира,2880000.0,р-н Дзержинский,1/5 эт.,61.0
3-к квартира,4000000.0,р-н Свердловский,4/10 эт.,63.6
1-к квартира,3080000.0,р-н Индустриальный,4/18 эт.,41.0
3-к квартира,8600000.0,р-н Свердловский,19/25 эт.,76.0
2-к квартира,3335000.0,р-н Кировский,2/16 эт.,56.1
2-к квартира,2780000.0,р-н Индустриальный,4/5 эт.,44.0
1-к квартира,1800000.0,р-н Кировский,1/3 эт.,41.0
3-к квартира,2070000.0,р-н Орджоникидзевский,1/10 эт.,96.5
1-к квартира,1900000.0,р-н Кировский,2/3 эт.,41.7
1-к квартира,1647400.0,р-н Орджоникидзевский,9/16 эт.,34.2
1-к квартира,2300000.0,р-н Свердловский,15/16 эт.,28.4
2-к квартира,2280358.0,р-н Мотовилихинский,5/9 эт.,40.9
3-к квартира,6800000.0,р-н Индустриальный,3/18 эт.,78.0
2-к квартира,4075000.0,р-н Индустриальный,3/4 эт.,56.6
3-к квартира,4511000.0,р-н Дзержинский,4/25 эт.,65.0
1-к квартира,3089800.0,р-н Дзержинский,5/7 эт.,33.6
3-к квартира,6550000.0,р-н Кировский,2/4 эт.,86.2
1-к квартира,1700000.0,р-н Орджоникидзевский,1/5 эт.,40.5
2-к квартира,2200000.0,р-н Орджоникидзевский,1/10 эт.,50.0
4-к квартира,7900000.0,р-н Мотовилихинский,4/9 эт.,127.6
2-к квартира,7999000.0,р-н Свердловский,20/24 эт.,50.0
2-к квартира,1860000.0,р-н Орджоникидзевский,4/5 эт.,44.7
1-к квартира,3402000.0,р-н Свердловский,13/25 эт.,46.6
2-к квартира,2900000.0,р-н Мотовилихинский,1/5 эт.,46.0
3-к квартира,3900000.0,р-н Свердловский,2/9 эт.,61.0
4-к квартира,12900000.0,р-н Ленинский,14/14 эт.,125.0
3-к квартира,6399000.0,р-н Свердловский,13/17 эт.,88.0
3-к квартира,8200000.0,р-н Дзержинский,3/16 эт.,122.0
1-к квартира,1430000.0,р-н Орджоникидзевский,2/5 эт.,26.0
Квартира-студия,1920000.0,р-н Кировский,2/15 эт.,29.0
1-к квартира,2880000.0,р-н Свердловский,5/19 эт.,36.0
Квартира-студия,2670000.0,р-н Свердловский,15/19 эт.,29.0
1-к квартира,1900000.0,р-н Свердловский,3/5 эт.,30.0
1-к квартира,1647400.0,р-н Орджоникидзевский,10/16 эт.,34.2
1-к квартира,2250000.0,р-н Мотовилихинский,3/5 эт.,30.5
3-к квартира,4700000.0,р-н Дзержинский,4/10 эт.,67.3
3-к квартира,2400000.0,р-н Мотовилихинский,2/9 эт.,60.9
3-к квартира,3400000.0,р-н Свердловский,2/9 эт.,61.1
2-к квартира,3400000.0,р-н Дзержинский,9/10 эт.,42.0
2-к квартира,3200000.0,р-н Дзержинский,7/9 эт.,44.0
1-к квартира,2240000.0,р-н Мотовилихинский,2/5 эт.,30.1
3-к квартира,3700000.0,р-н Ленинский,3/3 эт.,57.0
3-к квартира,2560000.0,р-н Кировский,3/3 эт.,77.0
1-к квартира,1700000.0,р-н Орджоникидзевский,1/5 эт.,40.6
1-к квартира,3050000.0,р-н Дзержинский,1/7 эт.,34.0
3-к квартира,4830000.0,р-н Свердловский,2/10 эт.,68.4
2-к квартира,4217280.0,р-н Мотовилихинский,11/16 эт.,57.3
4-к квартира,9500000.0,р-н Ленинский,5/9 эт.,120.0
1-к квартира,2300000.0,р-н Мотовилихинский,3/9 эт.,39.0
3-к квартира,1900000.0,р-н Орджоникидзевский,3/4 эт.,57.2
Квартира-студия,2550000.0,р-н Свердловский,19/25 эт.,30.0
4-к квартира,6470000.0,р-н Дзержинский,5/10 эт.,113.0
1-к квартира,2730000.0,р-н Свердловский,2/5 эт.,31.4
1-к квартира,2150000.0,р-н Дзержинский,5/5 эт.,33.8
3-к квартира,7500000.0,р-н Дзержинский,5/10 эт.,106.0
3-к квартира,3100000.0,р-н Ленинский,3/5 эт.,54.7
2-к квартира,3700000.0,р-н Дзержинский,6/10 эт.,52.6
1-к квартира,3100000.0,р-н Свердловский,9/16 эт.,37.6
2-к квартира,2600000.0,р-н Дзержинский,4/5 эт.,45.0
2-к квартира,2500000.0,р-н Орджоникидзевский,4/17 эт.,55.2
3-к квартира,4501200.0,р-н Индустриальный,4/25 эт.,72.6
3-к апартаменты,7990000.0,р-н Свердловский,2/3 эт.,108.0
1-к квартира,4200000.0,р-н Свердловский,17/20 эт.,50.0
3-к квартира,2950000.0,р-н Индустриальный,1/9 эт.,60.0
2-к квартира,2570000.0,р-н Свердловский,2/5 эт.,37.8
3-к квартира,9000000.0,р-н Свердловский,11/25 эт.,81.0
2-к квартира,2223540.0,р-н Мотовилихинский,6/9 эт.,39.6
1-к квартира,2790000.0,р-н Свердловский,2/25 эт.,37.6
1-к квартира,1420000.0,р-н Кировский,5/5 эт.,32.0
3-к квартира,3491000.0,р-н Индустриальный,4/5 эт.,55.4
1-к квартира,2570000.0,р-н Мотовилихинский,5/17 эт.,48.0
2-к квартира,1200000.0,р-н Орджоникидзевский,1/5 эт.,42.0
3-к квартира,4764800.0,р-н Мотовилихинский,2/16 эт.,64.0
1-к квартира,2500000.0,р-н Мотовилихинский,3/9 эт.,27.9
3-к квартира,4099000.0,р-н Свердловский,1/9 эт.,77.0
2-к квартира,1990000.0,р-н Кировский,4/5 эт.,42.0
1-к квартира,3000000.0,р-н Ленинский,9/9 эт.,25.0
2-к квартира,4090000.0,р-н Мотовилихинский,15/25 эт.,65.4
2-к квартира,4200000.0,р-н Индустриальный,5/10 эт.,59.0
3-к квартира,5647000.0,р-н Свердловский,13/25 эт.,81.8
3-к квартира,3000000.0,р-н Орджоникидзевский,4/10 эт.,65.3
1-к квартира,1450000.0,р-н Кировский,2/5 эт.,28.1
2-к квартира,3100000.0,р-н Мотовилихинский,15/16 эт.,39.2
2-к квартира,1800000.0,р-н Кировский,4/4 эт.,46.0
2-к квартира,4050000.0,р-н Мотовилихинский,8/10 эт.,51.4
1-к квартира,3157480.0,р-н Мотовилихинский,8/16 эт.,40.1
1-к квартира,890000.0,р-н Кировский,4/5 эт.,18.0
1-к квартира,2300000.0,р-н Мотовилихинский,17/17 эт.,36.5
3-к квартира,1300000.0,р-н Орджоникидзевский,2/5 эт.,55.4
Квартира-студия,2200000.0,р-н Кировский,2/3 эт.,31.8
3-к квартира,5100000.0,р-н Свердловский,8/9 эт.,61.0
1-к квартира,1350000.0,р-н Орджоникидзевский,5/5 эт.,30.0
1-к квартира,2500000.0,р-н Мотовилихинский,4/4 эт.,43.8
2-к квартира,5200000.0,р-н Дзержинский,2/5 эт.,54.5
3-к квартира,4603630.0,р-н Мотовилихинский,10/16 эт.,61.3
1-к квартира,2700000.0,р-н Ленинский,2/5 эт.,30.0
2-к квартира,2299000.0,р-н Орджоникидзевский,6/16 эт.,50.2
4-к квартира,5100000.0,р-н Индустриальный,3/10 эт.,82.0
2-к квартира,4500000.0,р-н Свердловский,9/17 эт.,38.0
3-к квартира,8500000.0,р-н Свердловский,5/6 эт.,93.0
1-к квартира,3295000.0,р-н Дзержинский,16/25 эт.,35.0
1-к квартира,2200000.0,р-н Дзержинский,12/19 эт.,47.0
2-к квартира,2040000.0,р-н Кировский,4/5 эт.,46.9
2-к квартира,1650000.0,р-н Орджоникидзевский,5/5 эт.,44.0
2-к квартира,1326164.0,р-н Орджоникидзевский,1/2 эт.,38.0
Квартира-студия,3139290.0,р-н Мотовилихинский,10/16 эт.,37.8
2-к квартира,2930000.0,р-н Индустриальный,6/15 эт.,37.8
3-к квартира,3000000.0,р-н Мотовилихинский,9/9 эт.,65.2
3-к квартира,2950000.0,р-н Мотовилихинский,5/5 эт.,63.0
3-к квартира,5250000.0,р-н Орджоникидзевский,4/10 эт.,95.2
2-к квартира,5000000.0,р-н Свердловский,10/10 эт.,45.0
2-к квартира,3200000.0,р-н Кировский,11/13 эт.,46.0
1-к квартира,2230000.0,р-н Индустриальный,4/5 эт.,27.8
4-к квартира,7943650.0,р-н Дзержинский,6/17 эт.,94.0
1-к квартира,2474143.0,р-н Мотовилихинский,5/16 эт.,43.3
1-к квартира,1480000.0,р-н Дзержинский,5/5 эт.,25.0
1-к квартира,1950000.0,р-н Индустриальный,1/4 эт.,31.5
Квартира-студия,2550000.0,р-н Индустриальный,6/25 эт.,29.0
3-к квартира,4350000.0,р-н Кировский,5/10 эт.,84.0
1-к квартира,2480000.0,р-н Индустриальный,5/5 эт.,30.5
4-к квартира,4598877.0,р-н Мотовилихинский,5/9 эт.,83.5
3-к квартира,4099239.0,р-н Свердловский,10/17 эт.,65.8
3-к квартира,4246550.0,р-н Мотовилихинский,5/9 эт.,77.0
3-к квартира,4500000.0,р-н Кировский,6/9 эт.,92.0
2-к квартира,4200000.0,р-н Индустриальный,15/18 эт.,48.5
2-к квартира,2500000.0,р-н Индустриальный,1/4 эт.,42.0
1-к квартира,2880000.0,р-н Свердловский,12/17 эт.,44.5
3-к квартира,3570000.0,р-н Мотовилихинский,3/3 эт.,69.5
Апартаменты-студия,1596000.0,р-н Свердловский,5/16 эт.,28.0
1-к квартира,2150000.0,р-н Индустриальный,2/5 эт.,32.3
3-к квартира,2600000.0,р-н Орджоникидзевский,2/9 эт.,53.0
3-к квартира,2850000.0,р-н Мотовилихинский,2/5 эт.,62.0
2-к квартира,6550000.0,р-н Индустриальный,8/18 эт.,72.0
4-к квартира,5700000.0,р-н Индустриальный,6/17 эт.,89.0
1-к квартира,2890000.0,р-н Мотовилихинский,8/9 эт.,36.0
Квартира-студия,1732000.0,р-н Свердловский,6/25 эт.,21.2
2-к квартира,2800000.0,р-н Индустриальный,4/9 эт.,44.0
2-к квартира,2750000.0,р-н Мотовилихинский,5/5 эт.,43.3
2-к квартира,2400000.0,р-н Свердловский,4/5 эт.,47.0
2-к квартира,3550000.0,р-н Индустриальный,10/10 эт.,50.8
1-к квартира,2290000.0,р-н Орджоникидзевский,18/18 эт.,37.7
2-к квартира,4396000.0,р-н Свердловский,7/25 эт.,61.9
3-к квартира,2690000.0,р-н Свердловский,9/9 эт.,61.7
3-к квартира,2300000.0,р-н Кировский,2/5 эт.,51.4
2-к квартира,3338000.0,р-н Свердловский,2/25 эт.,46.4
2-к квартира,3250000.0,р-н Кировский,14/26 эт.,49.5
2-к квартира,2849520.0,р-н Свердловский,24/25 эт.,46.0
2-к квартира,1860000.0,р-н Орджоникидзевский,5/5 эт.,47.7
2-к квартира,2630000.0,р-н Дзержинский,2/5 эт.,44.4
