room,price,district,floor,square
4-к квартира,6950000.0,р-н Дзержинский,12/16 эт.,105.0
1-к квартира,1399000.0,р-н Орджоникидзевский,5/5 эт.,26.0
2-к квартира,3950000.0,р-н Индустриальный,14/16 эт.,53.0
2-к квартира,3099000.0,р-н Ленинский,3/5 эт.,46.6
1-к квартира,1430000.0,р-н Орджоникидзевский,3/5 эт.,31.0
2-к квартира,2680000.0,р-н Дзержинский,4/5 эт.,45.0
3-к квартира,5400000.0,р-н Свердловский,3/5 эт.,84.0
2-к квартира,3850000.0,р-н Дзержинский,15/16 эт.,59.0
1-к квартира,3120390.0,р-н Мотовилихинский,4/17 эт.,37.8
3-к квартира,5100000.0,р-н Ленинский,2/5 эт.,67.9
1-к квартира,3300150.0,р-н Индустриальный,14/25 эт.,44.9
1-к квартира,2390000.0,р-н Мотовилихинский,1/4 эт.,37.1
3-к квартира,5600000.0,р-н Ленинский,2/6 эт.,70.5
3-к квартира,4000000.0,р-н Мотовилихинский,4/16 эт.,72.0
3-к квартира,5500000.0,р-н Мотовилихинский,2/6 эт.,60.0
3-к квартира,3540060.0,р-н Мотовилихинский,5/9 эт.,63.9
3-к квартира,3592805.0,р-н Мотовилихинский,5/16 эт.,64.1
2-к квартира,2800000.0,р-н Ленинский,4/5 эт.,40.9
1-к квартира,3500000.0,р-н Индустриальный,7/25 эт.,47.4
2-к квартира,4000000.0,р-н Мотовилихинский,3/5 эт.,57.0
1-к квартира,1140000.0,р-н Дзержинский,2/9 эт.,17.0
2-к квартира,6400000.0,р-н Свердловский,25/25 эт.,55.5
1-к квартира,3150000.0,р-н Дзержинский,6/25 эт.,36.4
Квартира-студия,1050000.0,р-н Свердловский,5/5 эт.,18.0
3-к квартира,3560000.0,р-н Ленинский,6/9 эт.,61.0
2-к квартира,1700000.0,р-н Кировский,3/5 эт.,36.0
2-к квартира,1480000.0,р-н Орджоникидзевский,2/5 эт.,39.0
1-к квартира,2500000.0,р-н Индустриальный,9/25 эт.,32.0
2-к квартира,3050000.0,р-н Мотовилихинский,1/4 эт.,39.0
1-к квартира,1590000.0,р-н Орджоникидзевский,3/5 эт.,30.8
2-к квартира,2690000.0,р-н Свердловский,5/5 эт.,44.7
1-к квартира,2300000.0,р-н Свердловский,2/16 эт.,38.1
1-к квартира,2930000.0,р-н Свердловский,11/19 эт.,37.6
1-к квартира,2600000.0,р-н Мотовилихинский,3/10 эт.,34.0
2-к квартира,6650000.0,р-н Свердловский,6/7 эт.,74.6
3-к квартира,5138000.0,р-н Индустриальный,3/4 эт.,73.4
1-к квартира,3000000.0,р-н Мотовилихинский,16/25 эт.,46.0
1-к квартира,1970000.0,р-н Дзержинский,3/9 эт.,36.0
Своб. планировка,4100000.0,р-н Дзержинский,1/17 эт.,52.5
2-к квартира,2500000.0,р-н Кировский,2/5 эт.,47.7
2-к квартира,2450000.0,р-н Свердловский,2/5 эт.,43.4
4-к квартира,7600000.0,р-н Ленинский,4/17 эт.,110.7
2-к квартира,3100000.0,р-н Дзержинский,3/5 эт.,44.0
2-к квартира,2900000.0,р-н Орджоникидзевский,7/16 эт.,63.0
2-к квартира,3700000.0,р-н Дзержинский,8/10 эт.,55.0
1-к квартира,2100000.0,р-н Мотовилихинский,3/5 эт.,32.0
1-к квартира,1950000.0,р-н Кировский,9/16 эт.,42.9
3-к квартира,6450000.0,р-н Свердловский,12/25 эт.,81.8
3-к квартира,5900000.0,р-н Дзержинский,6/20 эт.,87.0
1-к квартира,2350000.0,р-н Индустриальный,1/9 эт.,35.0
1-к квартира,1700000.0,р-н Дзержинский,9/9 эт.,29.6
2-к квартира,2600000.0,р-н Свердловский,1/5 эт.,44.0
1-к квартира,2650000.0,р-н Дзержинский,5/10 эт.,38.0
3-к квартира,2750000.0,р-н Мотовилихинский,1/5 эт.,55.8
2-к квартира,1600000.0,р-н Кировский,5/5 эт.,43.0
2-к квартира,3000000.0,р-н Дзержинский,7/9 эт.,44.0
3-к квартира,2850000.0,р-н Дзержинский,4/5 эт.,61.0
1-к квартира,2200000.0,р-н Ленинский,2/4 эт.,29.0
2-к квартира,2500000.0,р-н Мотовилихинский,3/5 эт.,38.0
3-к квартира,6099000.0,р-н Свердловский,2/25 эт.,81.5
2-к квартира,2550000.0,р-н Свердловский,1/5 эт.,48.0
2-к квартира,2800000.0,р-н Дзержинский,1/9 эт.,42.0
3-к квартира,2843600.0,р-н Орджоникидзевский,7/16 эт.,65.2
2-к квартира,2223540.0,р-н Мотовилихинский,6/9 эт.,39.6
2-к квартира,3250000.0,р-н Мотовилихинский,3/4 эт.,42.3
3-к квартира,7421000.0,р-н Свердловский,1/25 эт.,109.1
2-к квартира,3500000.0,р-н Ленинский,2/5 эт.,42.0
2-к квартира,2150000.0,р-н Индустриальный,3/6 эт.,43.0
3-к квартира,4501200.0,р-н Индустриальный,4/25 эт.,72.6
1-к квартира,1647400.0,р-н Орджоникидзевский,9/16 эт.,34.2
3-к квартира,9660000.0,р-н Ленинский,20/25 эт.,128.8
3-к квартира,4000000.0,р-н Мотовилихинский,3/9 эт.,57.0
2-к квартира,2000000.0,р-н Орджоникидзевский,4/9 эт.,45.0
Квартира-студия,2450000.0,р-н Дзержинский,3/16 эт.,27.6
2-к квартира,4850000.0,р-н Свердловский,10/17 эт.,56.0
4-к квартира,2600000.0,р-н Свердловский,1/5 эт.,61.0
2-к квартира,4450000.0,р-н Индустриальный,4/10 эт.,57.0
1-к квартира,1730000.0,р-н Дзержинский,5/5 эт.,34.0
2-к квартира,3450000.0,р-н Свердловский,4/9 эт.,48.2
2-к квартира,2700000.0,р-н Мотовилихинский,4/9 эт.,36.0
3-к квартира,3000000.0,р-н Свердловский,2/10 эт.,62.0
2-к квартира,2200000.0,р-н Орджоникидзевский,16/16 эт.,45.2
2-к квартира,3340000.0,р-н Мотовилихинский,10/10 эт.,56.0
2-к квартира,3389000.0,р-н Свердловский,8/9 эт.,47.0
Квартира-студия,1630000.0,р-н Индустриальный,2/9 эт.,29.0
2-к квартира,4100000.0,р-н Индустриальный,8/10 эт.,55.9
Квартира-студия,2600000.0,р-н Дзержинский,1/6 эт.,31.0
1-к квартира,1600000.0,р-н Орджоникидзевский,1/9 эт.,35.0
2-к квартира,4180000.0,р-н Индустриальный,9/25 эт.,58.9
2-к квартира,2900000.0,р-н Свердловский,5/5 эт.,44.5
1-к квартира,1570000.0,р-н Свердловский,9/9 эт.,22.0
1-к квартира,3100000.0,р-н Дзержинский,2/18 эт.,38.2
1-к квартира,2850000.0,р-н Мотовилихинский,12/25 эт.,29.6
3-к квартира,2800000.0,р-н Кировский,5/9 эт.,64.7
1-к квартира,3300000.0,р-н Мотовилихинский,10/16 эт.,40.0
2-к квартира,2400000.0,р-н Дзержинский,5/5 эт.,44.0
Квартира-студия,1250000.0,р-н Мотовилихинский,2/3 эт.,34.0
2-к квартира,3750000.0,р-н Мотовилихинский,9/10 эт.,50.6
4-к квартира,5599000.0,р-н Дзержинский,8/10 эт.,87.0
2-к квартира,2452050.0,р-н Свердловский,4/26 эт.,36.9
2-к квартира,2275000.0,р-н Дзержинский,1/5 эт.,41.3
4-к квартира,5000000.0,р-н Кировский,6/12 эт.,77.0
4-к квартира,17150000.0,р-н Свердловский,3/7 эт.,155.9
3-к квартира,5666000.0,р-н Свердловский,21/25 эт.,82.1
3-к квартира,3500000.0,р-н Свердловский,9/9 эт.,59.3
3-к квартира,5225000.0,р-н Свердловский,15/25 эт.,94.2
2-к квартира,2280000.0,р-н Индустриальный,2/5 эт.,47.0
1-к квартира,3600000.0,р-н Индустриальный,10/16 эт.,38.0
3-к квартира,1750000.0,р-н Орджоникидзевский,1/4 эт.,42.9
1-к квартира,2300000.0,р-н Дзержинский,2/5 эт.,31.0
1-к квартира,3500000.0,р-н Мотовилихинский,24/25 эт.,40.0
3-к квартира,4650000.0,р-н Дзержинский,9/13 эт.,80.0
2-к квартира,3600000.0,р-н Дзержинский,7/16 эт.,57.3
2-к квартира,4600000.0,р-н Индустриальный,3/16 эт.,66.2
2-к квартира,3400000.0,р-н Дзержинский,9/16 эт.,42.0
1-к квартира,1721560.0,р-н Мотовилихинский,5/9 эт.,30.9
2-к квартира,3033987.0,р-н Мотовилихинский,5/16 эт.,54.1
1-к квартира,2300000.0,р-н Свердловский,15/16 эт.,28.4
2-к квартира,4500000.0,р-н Мотовилихинский,13/16 эт.,52.9
3-к квартира,3450000.0,р-н Свердловский,5/9 эт.,67.0
4-к квартира,5218945.0,р-н Мотовилихинский,2/9 эт.,73.6
1-к квартира,2980000.0,р-н Индустриальный,14/25 эт.,42.0
2-к квартира,4004937.0,р-н Свердловский,8/17 эт.,66.4
1-к квартира,2044110.0,р-н Мотовилихинский,6/9 эт.,36.6
3-к квартира,8600000.0,р-н Свердловский,19/25 эт.,76.0
1-к квартира,2610002.0,р-н Дзержинский,3/7 эт.,29.0
4-к квартира,3990000.0,р-н Мотовилихинский,7/9 эт.,87.0
2-к квартира,2700000.0,р-н Свердловский,8/10 эт.,44.0
1-к квартира,2650000.0,р-н Дзержинский,5/9 эт.,34.6
2-к квартира,3650000.0,р-н Кировский,3/16 эт.,60.0
3-к квартира,2500000.0,р-н Кировский,3/5 эт.,58.8
2-к квартира,3300000.0,р-н Дзержинский,4/9 эт.,42.5
2-к квартира,2330000.0,р-н Свердловский,5/5 эт.,48.0
2-к квартира,1459000.0,р-н Орджоникидзевский,1/2 эт.,55.0
2-к квартира,1950000.0,р-н Орджоникидзевский,2/5 эт.,40.0
2-к квартира,3990000.0,р-н Свердловский,18/25 эт.,45.0
2-к квартира,5100000.0,р-н Ленинский,10/22 эт.,57.3
Квартира-студия,2680000.0,р-н Мотовилихинский,10/16 эт.,35.0
2-к квартира,2350000.0,р-н Дзержинский,1/5 эт.,41.7
2-к квартира,4300000.0,р-н Мотовилихинский,13/18 эт.,51.0
1-к квартира,2750000.0,р-н Дзержинский,4/6 эт.,32.2
3-к квартира,5916813.0,р-н Дзержинский,2/7 эт.,69.5
3-к квартира,2760000.0,р-н Свердловский,5/9 эт.,54.0
1-к квартира,2900000.0,р-н Дзержинский,20/25 эт.,32.6
3-к квартира,2950000.0,р-н Кировский,5/5 эт.,60.0
3-к квартира,8950000.0,р-н Дзержинский,14/14 эт.,133.3
2-к квартира,3150000.0,р-н Кировский,20/25 эт.,49.7
1-к квартира,1790000.0,р-н Кировский,3/5 эт.,34.1
2-к квартира,2450000.0,р-н Мотовилихинский,4/9 эт.,44.0
3-к квартира,6000000.0,р-н Индустриальный,16/16 эт.,84.0
2-к квартира,4390000.0,р-н Дзержинский,9/25 эт.,53.0
3-к квартира,17550000.0,р-н Свердловский,6/7 эт.,195.0
3-к квартира,4100000.0,р-н Мотовилихинский,1/16 эт.,72.0
Квартира-студия,2200000.0,р-н Индустриальный,2/5 эт.,31.1
1-к квартира,3190878.0,р-н Свердловский,7/9 эт.,32.0
2-к квартира,2700000.0,р-н Мотовилихинский,8/9 эт.,37.5
2-к квартира,2911000.0,р-н Свердловский,4/6 эт.,43.4
3-к квартира,3400000.0,р-н Дзержинский,4/5 эт.,62.0
4-к квартира,8500000.0,р-н Дзержинский,3/20 эт.,105.0
2-к квартира,3600000.0,р-н Дзержинский,5/10 эт.,50.7
2-к квартира,2500000.0,р-н Свердловский,10/10 эт.,48.7
1-к апартаменты,2970000.0,р-н Индустриальный,1/17 эт.,42.8
3-к квартира,6537000.0,р-н Свердловский,20/23 эт.,82.7
2-к квартира,1770000.0,р-н Свердловский,5/5 эт.,45.0
3-к квартира,3200000.0,р-н Орджоникидзевский,2/10 эт.,66.0
2-к квартира,1970000.0,р-н Орджоникидзевский,2/6 эт.,45.0
1-к квартира,1870000.0,р-н Дзержинский,3/4 эт.,30.2
3-к квартира,2850000.0,р-н Индустриальный,4/5 эт.,59.4
3-к квартира,3300000.0,р-н Индустриальный,1/9 эт.,70.0
1-к квартира,2950000.0,р-н Индустриальный,8/17 эт.,34.0
2-к квартира,2000000.0,р-н Кировский,4/5 эт.,37.5
2-к квартира,1750000.0,р-н Орджоникидзевский,1/5 эт.,47.3
Квартира-студия,2250000.0,р-н Индустриальный,10/20 эт.,25.9
2-к квартира,3033987.0,р-н Мотовилихинский,5/16 эт.,54.1
3-к квартира,9660000.0,р-н Ленинский,20/25 эт.,128.8
2-к квартира,3400000.0,р-н Мотовилихинский,9/16 эт.,38.0
3-к квартира,2400000.0,р-н Мотовилихинский,5/5 эт.,62.0
Квартира-студия,1500000.0,р-н Кировский,10/25 эт.,22.0
2-к квартира,5700000.0,р-н Ленинский,6/9 эт.,61.4
3-к квартира,4112401.0,р-н Свердловский,16/17 эт.,65.8
3-к квартира,3590000.0,р-н Дзержинский,2/9 эт.,52.3
4-к квартира,7017000.0,р-н Свердловский,18/25 эт.,101.7
2-к квартира,1900000.0,р-н Орджоникидзевский,5/5 эт.,36.4
2-к квартира,2600000.0,р-н Индустриальный,2/5 эт.,46.0
2-к квартира,2230000.0,р-н Свердловский,2/3 эт.,44.0
3-к квартира,3650000.0,р-н Свердловский,4/5 эт.,54.0
1-к квартира,2490000.0,р-н Свердловский,3/9 эт.,35.6
2-к квартира,3700000.0,р-н Кировский,7/10 эт.,52.0
2-к квартира,3500000.0,р-н Свердловский,5/5 эт.,63.0
1-к квартира,1200000.0,р-н Орджоникидзевский,1/3 эт.,30.0
3-к квартира,6300000.0,р-н Индустриальный,7/13 эт.,78.6
2-к квартира,2770000.0,р-н Свердловский,9/9 эт.,43.3
3-к квартира,3700000.0,р-н Орджоникидзевский,2/17 эт.,86.4
2-к квартира,4470000.0,р-н Дзержинский,9/17 эт.,53.7
1-к квартира,1200000.0,р-н Свердловский,3/9 эт.,22.0
3-к квартира,6013920.0,р-н Ленинский,3/14 эт.,88.4
2-к квартира,3700000.0,р-н Индустриальный,13/25 эт.,47.1
2-к квартира,2600000.0,р-н Свердловский,3/9 эт.,44.0
2-к квартира,2370000.0,р-н Орджоникидзевский,1/5 эт.,46.0
2-к квартира,4350000.0,р-н Индустриальный,2/16 эт.,62.0
3-к квартира,3556800.0,р-н Кировский,10/16 эт.,68.4
1-к квартира,4100000.0,р-н Индустриальный,4/17 эт.,44.2
2-к квартира,2600000.0,р-н Свердловский,2/5 эт.,43.8
2-к квартира,2490000.0,р-н Свердловский,3/5 эт.,47.4
2-к квартира,2590000.0,р-н Мотовилихинский,5/5 эт.,42.0
2-к квартира,1550000.0,р-н Кировский,2/5 эт.,45.5
3-к квартира,3500000.0,р-н Свердловский,2/5 эт.,60.0
3-к квартира,2250000.0,р-н Индустриальный,2/2 эт.,55.0
3-к квартира,3450000.0,р-н Ленинский,3/5 эт.,56.1
1-к квартира,3200000.0,р-н Мотовилихинский,16/18 эт.,40.1
2-к квартира,4199000.0,р-н Свердловский,7/17 эт.,62.2
3-к квартира,3200000.0,р-н Дзержинский,4/9 эт.,63.0
3-к квартира,3500000.0,р-н Свердловский,5/5 эт.,61.4
2-к квартира,2849520.0,р-н Свердловский,22/25 эт.,46.0
2-к квартира,4400000.0,р-н Ленинский,18/18 эт.,69.5
2-к квартира,3490000.0,р-н Свердловский,7/9 эт.,52.0
2-к квартира,2399000.0,р-н Свердловский,2/6 эт.,43.0
1-к квартира,3750000.0,р-н Индустриальный,3/14 эт.,55.4
2-к квартира,3100000.0,р-н Мотовилихинский,9/10 эт.,50.0
1-к квартира,1060000.0,р-н Индустриальный,3/5 эт.,12.3
1-к квартира,2900000.0,р-н Кировский,1/16 эт.,60.0
2-к квартира,3650000.0,р-н Индустриальный,15/19 эт.,43.0
3-к квартира,2850000.0,р-н Дзержинский,2/5 эт.,62.0
1-к квартира,2290000.0,р-н Дзержинский,1/10 эт.,38.3
2-к квартира,2800000.0,р-н Свердловский,5/9 эт.,44.0
1-к квартира,1880000.0,р-н Мотовилихинский,10/10 эт.,33.6
4-к квартира,8200000.0,р-н Дзержинский,8/9 эт.,153.0
Квартира-студия,1500000.0,р-н Кировский,10/25 эт.,22.0
3-к квартира,6500000.0,р-н Дзержинский,25/26 эт.,110.0
2-к квартира,2500000.0,р-н Орджоникидзевский,4/17 эт.,55.2
4-к квартира,3840000.0,р-н Свердловский,2/10 эт.,86.0
1-к квартира,1560000.0,р-н Дзержинский,1/5 эт.,33.3
3-к квартира,6500000.0,р-н Мотовилихинский,2/17 эт.,83.0
2-к квартира,3033987.0,р-н Мотовилихинский,5/16 эт.,54.1
2-к квартира,5700000.0,р-н Ленинский,6/9 эт.,61.4
1-к квартира,2646000.0,р-н Мотовилихинский,4/4 эт.,35.3
1-к квартира,2400000.0,р-н Мотовилихинский,1/10 эт.,37.5
1-к квартира,1650000.0,р-н Кировский,1/5 эт.,33.1
Квартира-студия,2500000.0,р-н Дзержинский,1/25 эт.,29.8
2-к квартира,5650000.0,р-н Мотовилихинский,7/12 эт.,86.0
2-к квартира,1750000.0,р-н Орджоникидзевский,5/5 эт.,43.0
2-к квартира,2287000.0,р-н Орджоникидзевский,1/9 эт.,51.0
2-к квартира,1100000.0,р-н Кировский,1/5 эт.,30.0
2-к квартира,2180000.0,р-н Орджоникидзевский,3/5 эт.,47.6
1-к квартира,2750000.0,р-н Дзержинский,1/20 эт.,30.3
1-к квартира,3100000.0,р-н Дзержинский,2/25 эт.,38.1
1-к квартира,1200000.0,р-н Кировский,3/5 эт.,27.0
1-к квартира,1860000.0,р-н Мотовилихинский,3/5 эт.,30.0
1-к квартира,1900000.0,р-н Мотовилихинский,9/9 эт.,37.0
Квартира-студия,1350000.0,р-н Мотовилихинский,3/5 эт.,18.4
3-к квартира,4700000.0,р-н Индустриальный,15/17 эт.,69.2
1-к квартира,4300000.0,р-н Свердловский,4/10 эт.,42.0
1-к квартира,1380000.0,р-н Кировский,4/5 эт.,30.0
1-к квартира,2050000.0,р-н Дзержинский,7/9 эт.,29.3
2-к квартира,2040000.0,р-н Кировский,3/5 эт.,44.5
2-к квартира,1200000.0,р-н Дзержинский,1/1 эт.,50.6
2-к квартира,4950000.0,р-н Свердловский,4/4 эт.,60.0
2-к квартира,3300000.0,р-н Дзержинский,17/25 эт.,39.3
3-к квартира,2650000.0,р-н Орджоникидзевский,3/9 эт.,67.3
4-к квартира,3000000.0,р-н Свердловский,2/5 эт.,60.0
1-к квартира,2100000.0,р-н Индустриальный,5/5 эт.,31.2
2-к квартира,2800000.0,р-н Мотовилихинский,1/9 эт.,53.0
2-к квартира,3500000.0,р-н Кировский,3/10 эт.,53.1
1-к квартира,2350000.0,р-н Индустриальный,1/9 эт.,33.9
1-к квартира,1800000.0,р-н Свердловский,2/9 эт.,32.5
1-к квартира,1370000.0,р-н Кировский,1/5 эт.,30.0
2-к квартира,2900000.0,р-н Свердловский,3/5 эт.,45.8
2-к квартира,3300000.0,р-н Дзержинский,5/10 эт.,56.7
2-к квартира,4300000.0,р-н Индустриальный,16/16 эт.,65.0
3-к квартира,2400000.0,р-н Кировский,3/5 эт.,58.0
2-к квартира,2500000.0,р-н Индустриальный,4/4 эт.,42.0
2-к квартира,7300000.0,р-н Ленинский,14/25 эт.,76.0
1-к квартира,1840000.0,р-н Свердловский,7/9 эт.,30.0
2-к квартира,7199000.0,р-н Дзержинский,5/8 эт.,69.0
1-к квартира,3045000.0,р-н Дзержинский,7/25 эт.,40.6
2-к квартира,3300000.0,р-н Кировский,7/25 эт.,45.5
2-к квартира,3300000.0,р-н Кировский,7/25 эт.,45.5
1-к квартира,2250000.0,р-н Индустриальный,2/3 эт.,33.9
1-к квартира,1550000.0,р-н Свердловский,1/2 эт.,31.0
1-к квартира,2230000.0,р-н Свердловский,8/9 эт.,30.3
2-к квартира,2984000.0,р-н Свердловский,5/25 эт.,46.4
Студия,895000.0,р-н Мотовилихинский,1/5 эт.,19.0
2-к квартира,2800000.0,р-н Свердловский,4/5 эт.,40.0
1-к квартира,2300000.0,р-н Свердловский,15/16 эт.,28.4
2-к квартира,2850000.0,р-н Дзержинский,5/5 эт.,42.0
3-к квартира,4090000.0,р-н Свердловский,3/17 эт.,65.9
1-к квартира,1600000.0,р-н Кировский,5/5 эт.,30.7
1-к квартира,3045000.0,р-н Индустриальный,5/19 эт.,38.9
2-к квартира,2000000.0,р-н Кировский,4/5 эт.,38.0
1-к квартира,3120390.0,р-н Мотовилихинский,4/17 эт.,37.8
2-к квартира,5700000.0,р-н Ленинский,6/9 эт.,61.4
Квартира-студия,1500000.0,р-н Свердловский,3/5 эт.,17.0
Апартаменты-студия,1590000.0,р-н Свердловский,8/16 эт.,26.1
2-к квартира,1890000.0,р-н Кировский,4/5 эт.,44.0
3-к квартира,4850000.0,р-н Орджоникидзевский,1/16 эт.,95.0
3-к квартира,4500000.0,р-н Свердловский,7/19 эт.,91.0
1-к квартира,1650000.0,р-н Мотовилихинский,5/5 эт.,34.0
Квартира-студия,1350000.0,р-н Дзержинский,2/5 эт.,22.0
2-к квартира,2350000.0,р-н Свердловский,4/5 эт.,44.0
2-к квартира,2930000.0,р-н Индустриальный,4/5 эт.,44.0
3-к квартира,12550000.0,р-н Индустриальный,6/10 эт.,137.0
3-к квартира,5700000.0,р-н Дзержинский,9/10 эт.,83.0
3-к квартира,3746952.0,р-н Кировский,2/26 эт.,59.8
3-к квартира,4750000.0,р-н Мотовилихинский,15/24 эт.,70.0
2-к квартира,1300000.0,р-н Орджоникидзевский,1/4 эт.,42.1
3-к квартира,3500000.0,р-н Индустриальный,4/5 эт.,60.5
2-к квартира,2470000.0,р-н Мотовилихинский,4/5 эт.,43.0
2-к квартира,4549000.0,р-н Свердловский,18/25 эт.,53.0
1-к квартира,2158000.0,р-н Свердловский,10/16 эт.,32.0
2-к квартира,3350000.0,р-н Свердловский,9/17 эт.,50.5
1-к квартира,1170000.0,р-н Орджоникидзевский,2/2 эт.,30.5
2-к квартира,9650000.0,р-н Свердловский,10/10 эт.,80.0
2-к квартира,3100000.0,р-н Мотовилихинский,6/19 эт.,56.9
3-к квартира,15500000.0,р-н Свердловский,18/22 эт.,130.0
2-к квартира,2800000.0,р-н Дзержинский,1/5 эт.,47.7
1-к квартира,1600000.0,р-н Орджоникидзевский,10/10 эт.,34.1
2-к квартира,4550000.0,р-н Свердловский,6/25 эт.,55.5
3-к квартира,3900000.0,р-н Индустриальный,8/10 эт.,65.4
2-к квартира,2600000.0,р-н Дзержинский,5/5 эт.,44.6
2-к квартира,3230000.0,р-н Орджоникидзевский,1/16 эт.,55.7
2-к квартира,3470000.0,р-н Свердловский,13/16 эт.,62.0
3-к квартира,3800000.0,р-н Мотовилихинский,1/10 эт.,67.6
1-к квартира,1650000.0,р-н Орджоникидзевский,1/5 эт.,31.0
2-к апартаменты,2343000.0,р-н Свердловский,3/16 эт.,40.4
1-к квартира,2390200.0,р-н Мотовилихинский,4/16 эт.,37.0
1-к квартира,1640000.0,р-н Свердловский,1/2 эт.,36.0
3-к апартаменты,8990000.0,р-н Свердловский,3/3 эт.,108.0
4-к квартира,10300000.0,р-н Свердловский,6/12 эт.,102.6
2-к квартира,2800000.0,р-н Дзержинский,3/5 эт.,44.0
3-к квартира,11500000.0,р-н Ленинский,8/11 эт.,123.0
1-к квартира,2300000.0,р-н Кировский,8/10 эт.,39.0
3-к квартира,4650000.0,р-н Ленинский,6/9 эт.,62.7
4-к квартира,14000000.0,р-н Свердловский,5/12 эт.,138.0
2-к квартира,4290000.0,р-н Мотовилихинский,4/17 эт.,59.8
3-к квартира,10000000.0,р-н Индустриальный,12/16 эт.,125.0
2-к квартира,4300000.0,р-н Индустриальный,16/16 эт.,65.6
2-к квартира,4400000.0,р-н Свердловский,2/25 эт.,53.3
2-к квартира,3950000.0,р-н Дзержинский,1/8 эт.,56.0
1-к квартира,1480000.0,р-н Дзержинский,5/5 эт.,25.0
3-к квартира,4099239.0,р-н Свердловский,10/17 эт.,65.8
2-к квартира,2223540.0,р-н Мотовилихинский,6/9 эт.,39.6
1-к квартира,3500000.0,р-н Дзержинский,7/13 эт.,44.0
2-к квартира,1700000.0,р-н Кировский,1/2 эт.,41.7
2-к квартира,2800000.0,р-н Свердловский,2/3 эт.,77.3
3-к квартира,6500000.0,р-н Дзержинский,25/26 эт.,110.0
2-к квартира,3950000.0,р-н Индустриальный,9/16 эт.,57.9
2-к квартира,2585000.0,р-н Мотовилихинский,2/5 эт.,43.7
2-к квартира,3790000.0,р-н Свердловский,3/22 эт.,47.4
3-к квартира,4300000.0,р-н Индустриальный,2/16 эт.,72.0
2-к квартира,3304780.0,р-н Дзержинский,20/24 эт.,44.3
2-к квартира,3595000.0,р-н Индустриальный,14/16 эт.,46.0
3-к квартира,2770000.0,р-н Мотовилихинский,1/9 эт.,60.0
2-к квартира,2480000.0,р-н Мотовилихинский,7/9 эт.,38.8
2-к квартира,2200000.0,р-н Орджоникидзевский,3/4 эт.,44.0
1-к квартира,3295000.0,р-н Свердловский,15/19 эт.,39.0
3-к квартира,3490000.0,р-н Свердловский,8/10 эт.,67.3
1-к квартира,3040000.0,р-н Свердловский,19/25 эт.,39.0
2-к квартира,1650000.0,р-н Орджоникидзевский,2/2 эт.,41.0
1-к квартира,2800000.0,р-н Мотовилихинский,3/4 эт.,30.8
1-к квартира,3300000.0,р-н Свердловский,8/17 эт.,37.8
1-к квартира,2850000.0,р-н Дзержинский,21/25 эт.,33.1
3-к квартира,3980000.0,р-н Кировский,8/10 эт.,68.0
2-к квартира,2799999.0,р-н Ленинский,1/4 эт.,61.5
3-к квартира,3700000.0,р-н Индустриальный,7/9 эт.,62.0
1-к квартира,1550000.0,р-н Кировский,1/3 эт.,30.0
1-к квартира,2430000.0,р-н Дзержинский,11/19 эт.,42.6
3-к квартира,3090000.0,р-н Дзержинский,4/4 эт.,64.8
Квартира-студия,2800000.0,р-н Дзержинский,6/9 эт.,33.5
2-к квартира,5400000.0,р-н Свердловский,10/25 эт.,65.1
3-к квартира,3600000.0,р-н Свердловский,1/5 эт.,57.0
1-к квартира,2500000.0,р-н Орджоникидзевский,3/10 эт.,40.0
1-к квартира,2500000.0,р-н Дзержинский,7/19 эт.,46.4
3-к квартира,2850000.0,р-н Кировский,3/9 эт.,57.5
3-к квартира,3200000.0,р-н Индустриальный,2/2 эт.,83.0
2-к квартира,4300000.0,р-н Свердловский,1/19 эт.,56.7
1-к квартира,1350000.0,р-н Орджоникидзевский,3/5 эт.,32.0
3-к квартира,2230000.0,р-н Кировский,2/2 эт.,84.8
2-к квартира,7680000.0,р-н Ленинский,3/8 эт.,98.0
1-к квартира,3450000.0,р-н Дзержинский,4/16 эт.,38.5
2-к квартира,2950000.0,р-н Свердловский,4/5 эт.,46.1
1-к квартира,2400000.0,р-н Дзержинский,1/9 эт.,34.4
4-к квартира,4700000.0,р-н Дзержинский,7/9 эт.,80.0
1-к квартира,1450000.0,р-н Кировский,5/5 эт.,32.6
1-к квартира,1948967.0,р-н Свердловский,5/5 эт.,31.5
3-к квартира,2300000.0,р-н Кировский,2/3 эт.,70.0
2-к квартира,2300000.0,р-н Свердловский,5/9 эт.,45.2
2-к квартира,2550000.0,р-н Дзержинский,4/5 эт.,44.4
2-к квартира,2400000.0,р-н Индустриальный,2/2 эт.,50.0
2-к квартира,3250000.0,р-н Мотовилихинский,3/4 эт.,42.3
3-к квартира,2700000.0,р-н Орджоникидзевский,4/9 эт.,70.5
3-к квартира,6700000.0,р-н Свердловский,25/25 эт.,82.0
3-к квартира,3279557.0,р-н Свердловский,7/25 эт.,63.3
3-к квартира,3300000.0,р-н Индустриальный,4/9 эт.,59.6
2-к квартира,3950000.0,р-н Свердловский,5/11 эт.,52.0
Квартира-студия,1500000.0,р-н Кировский,10/25 эт.,22.0
2-к квартира,4500000.0,р-н Мотовилихинский,13/16 эт.,52.9
3-к квартира,4112401.0,р-н Свердловский,11/17 эт.,65.8
Квартира-студия,4100000.0,р-н Свердловский,22/23 эт.,47.0
